"","Term","Frequency","DocFreq"
"102505","legros",4,1
"102506","legrottaglie",1,1
"102507","legs",366,219
"102508","legurnic",1,1
"102509","legwork",1,1
"102510","lehal",1,1
"102511","lehane",45,2
"102512","leheny",1,1
"102513","lehigh",92,63
"102514","lehman",50,33
"102515","lehmann",13,11
"102516","lehn",3,3
"102517","lehner",9,4
"102518","lehocky",6,1
"102519","lehosit",1,1
"102520","lehoulier",1,1
"102521","lehr",7,5
"102522","lehrer",2,2
"102523","lehtinen",3,2
"102524","lei",4,4
"102525","leialoha",1,1
"102526","leib",6,4
"102527","leibach",6,2
"102528","leibas",84,3
"102529","leiben",1,1
"102530","leibengood",50,2
"102531","leibengood1",1,1
"102532","leiberngood",2,2
"102533","leibert",1,1
"102534","leibforth",1,1
"102535","leibovich",2,2
"102536","leibovitz",9,7
"102537","leibowitz",28,22
"102538","leicht",1,1
"102539","leichter",1,1
"102540","leichty",9,3
"102541","leicth",1,1
"102542","leid",4,1
"102543","leiden",2,2
"102544","leidenheimer",18,1
"102545","leidner",1,1
"102546","leidos",73,2
"102547","leidy",3,1
"102548","leiendecker",2,1
"102549","leifer",16,2
"102550","leifker",1,1
"102551","leige",1,1
"102552","leigh",70,57
"102553","leighandrea",1,1
"102554","leight",3,2
"102555","leighton",81,21
"102556","leightty",1,1
"102557","leik",1,1
"102558","leila",4,3
"102559","leiland",2,2
"102560","leilani",3,2
"102561","leimbach",1,1
"102562","leimkuehler",6,3
"102563","leimkuhler",5,5
"102564","leimsider",4,1
"102565","lein",10,2
"102566","leine",1,1
"102567","leinenweber",36,11
"102568","leiner",2,2
"102569","leininger",3,2
"102570","leiomyoma",2,2
"102571","leiomyomatosis",1,1
"102572","leipzig",1,1
"102573","leis",53,33
"102574","leisawitz",1,1
"102575","leisek",4,3
"102576","leisen",2,2
"102577","leisenring",2,1
"102578","leishman",3,3
"102579","leist",1,1
"102580","leister",8,2
"102581","leisure",44,26
"102582","leisurely",1,1
"102583","leisuretown",1,1
"102584","leitch",21,16
"102585","leitchfield",1,1
"102586","leite",13,8
"102587","leiterman",5,5
"102588","leitgen",6,5
"102589","leith",9,1
"102590","leithead",1,1
"102591","leitman",1,1
"102592","leitner",4,3
"102593","leiva",1,1
"102594","leizer",2,2
"102595","leizerovici",1,1
"102596","leja",1,1
"102597","lejeune",2,2
"102598","lejuene",3,1
"102599","lek",38,33
"102600","lekas",1,1
"102601","lekbmk",1,1
"102602","lekettey",3,2
"102603","lekeysha",3,1
"102604","lekhraj",23,1
"102605","leksi",1,1
"102606","lektro",1,1
"102607","lela",6,3
"102608","lelaind",59,49
"102609","leland",17,13
"102610","leleu",1,1
"102611","leligdon",1,1
"102612","lelii",44,1
"102613","lella",5,4
"102614","lelli",2,2
"102615","leloff",4,2
"102616","lema",7,2
"102617","lemache",1,1
"102618","lemahieu",44,16
"102619","lemaire",25,21
"102620","lemarbe",135,2
"102621","lemaster",6,4
"102622","lemay",3,2
"102623","lembo",6,1
"102624","leme",331,11
"102625","lemelle",15,5
"102626","lemen",12,2
"102627","lements",2,2
"102628","lemenuel",3,1
"102629","lemieux",4,4
"102630","lemine",1,1
"102631","lemington",1,1
"102632","lemire",12,6
"102633","lemke",8,4
"102634","lemkuil",6,1
"102635","lemkul",1,1
"102636","lemley",2,2
"102637","lemmen",33,1
"102638","lemmo",2,1
"102639","lemmon",55,20
"102640","lemmons",12,7
"102641","lemnitzer",1,1
"102642","lemoine",2,2
"102643","lemon",14,7
"102644","lemonade",3,3
"102645","lemonds",1,1
"102646","lemonedes",1,1
"102647","lemons",24,5
"102648","lemont",7,7
"102649","lemoyne",10,8
"102650","len",22,9
"102651","lena",9,7
"102652","lenape",2,2
"102653","lenard",14,8
"102654","lenart",1,1
"102655","lenawee",1,1
"102656","lenbro",2,2
"102657","lenches",1,1
"102658","lend",55,52
"102659","lender",23,13
"102660","lendermon",1,1
"102661","lenders",14,7
"102662","lending",37,27
"102663","lendingclub",1,1
"102664","lendrem",1,1
"102665","lends",48,45
"102666","leneau",114,3
"102667","lener",27,3
"102668","lenexa",9,5
"102669","lengel",1,1
"102670","lengle",243,2
"102671","lengnick",3,3
"102672","length",1145,740
"102673","lengthen",8,6
"102674","lengthened",9,9
"102675","lengthening",4,4
"102676","lengthier",10,10
"102677","lengths",91,41
"102678","lengthy",516,386
"102679","lenhardt",1,1
"102680","lenhart",1,1
"102681","lenhoff",2,2
"102682","leniency",92,54
"102683","lenient",152,127
"102684","leniently",25,20
"102685","lenihan",10,4
"102686","lenins",2,2
"102687","lenity",1,1
"102688","lenk",5,1
"102689","lenk_0049",1,1
"102690","lenk_0051",1,1
"102691","lenk_0055",1,1
"102692","lenk_0782",2,1
"102693","lenker",10,7
"102694","lenkiewicz",117,5
"102695","lenkowsky",2,2
"102696","lenkses",2,1
"102697","lenn",2,2
"102698","lennane",1,1
"102699","lennert",1,1
"102700","lennie",3,2
"102701","lenning",3,3
"102702","lennington",1,1
"102703","lennon",11,8
"102704","lennox",104,10
"102705","lenny",2,2
"102706","leno",3,2
"102707","lenoir",6,5
"102708","lenon",2,2
"102709","lenora",3,2
"102710","lenore",3,3
"102711","lenovo",1,1
"102712","lenox",9,6
"102713","lens",110,73
"102714","lenscrafters",3,2
"102715","lenses",84,42
"102716","lensey",3,1
"102717","lensink",1,1
"102718","lenskes",16,1
"102719","lent",8,8
"102720","lenti",10,3
"102721","lentini",39,26
"102722","lentz",30,7
"102723","lenworth",3,3
"102724","leny",1,1
"102725","lenz",8,5
"102726","lenzen",249,4
"102727","lenzi",18,10
"102728","lenzkes",7,2
"102729","leo",80,38
"102730","leocata",10,2
"102731","leogue",10,1
"102732","leokadia",3,3
"102733","leola",3,2
"102734","leolani",1,1
"102735","leomar",2,1
"102736","leon",157,57
"102737","leona",6,3
"102738","leonard",292,125
"102739","leonarda",1,1
"102740","leonardi",1,1
"102741","leonardmeyer",4,3
"102742","leonardo",7,5
"102743","leonardtown",5,5
"102744","leonberger",2,2
"102745","leonce",2,2
"102746","leone",350,24
"102747","leoneans",1,1
"102748","leonel",3,3
"102749","leonelli",3,2
"102750","leonetta",7,2
"102751","leong",34,22
"102752","leonhardt",5,3
"102753","leonhart",2,1
"102754","leoni",1,1
"102755","leonie",17,5
"102756","leonlaw",1,1
"102757","leopold",7,6
"102758","leor",1,1
"102759","leora",4,3
"102760","leorna",2,2
"102761","lep",1,1
"102762","lepage",88,82
"102763","lepera",2,1
"102764","lepine",2,2
"102765","lepkowski",24,2
"102766","lepo",13,1
"102767","lepore",30,8
"102768","leporin",43,1
"102769","lepowski",1,1
"102770","leppek",116,2
"102771","lepper",1,1
"102772","leppler",2,1
"102773","lepre",10,1
"102774","leprino",6,6
"102775","leprosy",4,2
"102776","leptich",1,1
"102777","leptospirosis",1,1
"102778","lequieu",2,1
"102779","ler",2,1
"102780","lerch",1,1
"102781","lerchin",1,1
"102782","lerene",1,1
"102783","lerew",1,1
"102784","lerical",2,2
"102785","leriche",1,1
"102786","lerks",1,1
"102787","lerlie",3,1
"102788","lerma",7,3
"102789","lerman",23,6
"102790","lerminiaux",1,1
"102791","lerner",87,17
"102792","lerohl",2,2
"102793","lerose",2,2
"102794","leroux",125,1
"102795","leroy",26,16
"102796","lerud",22,2
"102797","lerwill",4,2
"102798","les",23,16
"102799","lesaber",2,1
"102800","lesal",1,1
"102801","lesan",1,1
"102802","lesavoy",1,1
"102803","lesbian",25,17
"102804","lescault",180,3
"102805","lesch",6,6
"102806","leschinskey",2,2
"102807","lescht",21,15
"102808","lescoe",57,7
"102809","lesesne",2,2
"102810","lesha",1,1
"102811","leshko",4,3
"102812","leshner",1,1
"102813","leshore",1,1
"102814","lesia",3,1
"102815","lesinsky",1,1
"102816","lesion",23,9
"102817","lesions",25,13
"102818","lesiv",1,1
"102819","leskovisek",16,2
"102820","lesley",24,14
"102821","leslie",315,109
"102822","lesly",1,1
"102823","lesnak",13,1
"102824","lesnewich",3,3
"102825","lesniak",7,3
"102826","lesofski",1,1
"102827","lesperance",1,1
"102828","less",6563,2687
"102829","lessambo",1,1
"102830","lessard",15,14
"102831","lessaris",6,1
"102832","lessee",37,23
"102833","lessees",44,8
"102834","lessen",57,50
"102835","lessened",49,47
"102836","lessening",14,12
"102837","lessens",4,4
"102838","lesser",261,216
"102839","lessker",1,1
"102840","lessmann",1,1
"102841","lesson",165,43
"102842","lessons",62,32
"102843","lessor",41,26
"102844","lessors",26,8
"102845","lest",44,42
"102846","lestage",1,1
"102847","lester",195,54
"102848","lestitian",3,1
"102849","lesueur",1,1
"102850","let",2219,1281
"102851","letgo",2,1
"102852","lethal",100,29
"102853","lethality",2,2
"102854","lethally",1,1
"102855","lethargic",18,14
"102856","lethargy",14,10
"102857","lethermon",3,1
"102858","lethitien",1,1
"102859","leticia",6,6
"102860","letitia",4,4
"102861","letizia",1,1
"102862","letofsky",2,1
"102863","letourneau",2,1
"102864","lets",15,13
"102865","lett",199,8
"102866","lettenmaier",3,1
"102867","lettenmeier",1,1
"102868","letter",20315,3002
"102869","letter11",2,2
"102870","letter17",1,1
"102871","letter1d20",2,1
"102872","letter2",2,2
"102873","letter4",1,1
"102874","lettered",6,4
"102875","letterese",1,1
"102876","letterhead",55,36
"102877","letterhead2",1,1
"102878","lettering",13,8
"102879","letterkenny",9,1
"102880","letterman",1,1
"102881","letters",2021,758
"102882","letterss",1,1
"102883","lettieri",24,19
"102884","letting",185,155
"102885","lettrich",1,1
"102886","letts",5,2
"102887","lettter",1,1
"102888","lettuce",8,4
"102889","letty",4,2
"102890","leu",17,2
"102891","leudke",1,1
"102892","leukemia",35,10
"102893","leukocytes",1,1
"102894","leukocytosis",3,1
"102895","leumi",2,2
"102896","leung",19,6
"102897","leus",1,1
"102898","leussen",1,1
"102899","leutkenhaus",1,1
"102900","lev",11,3
"102901","levan",12,3
"102902","levanchy",1,1
"102903","levandowski",1,1
"102904","levanti",6,2
"102905","levaquin",1,1
"102906","levated",2,2
"102907","levators",1,1
"102908","levaughn",3,1
"102909","levchak",8,1
"102910","levee",2,2
"102911","level",7631,2491
"102912","level2",1,1
"102913","level3",1,1
"102914","level4",1,1
"102915","leveled",23,21
"102916","levelers",7,1
"102917","leveling",10,9
"102918","levelle",1,1
"102919","levelled",2,2
"102920","levelling",1,1
"102921","levels",1111,524
"102922","levemir",2,1
"102923","levendoski",11,1
"102924","levene",5,2
"102925","levenson",4,4
"102926","levenstein",2,2
"102927","leventh",3,3
"102928","leveque",11,1
"102929","lever",23,18
"102930","leverage",27,20
"102931","leveraging",5,4
"102932","levered",1,1
"102933","leverett",1,1
"102934","leverette",1,1
"102935","leverington",2,2
"102936","levers",4,4
"102937","leverty",168,1
"102938","levesque",35,6
"102939","levesy",4,1
"102940","levett",2,1
"102941","levi",39,29
"102942","levia",1,1
"102943","levicoff",2,1
"102944","levie",1,1
"102945","levied",34,30
"102946","levies",6,6
"102947","levin",172,40
"102948","levindale",1,1
"102949","levine",165,43
"102950","leviner",3,1
"102951","levinger",1,1
"102952","levings",1,1
"102953","levins",3,1
"102954","levinson",7,5
"102955","levis",4,1
"102956","levit",2,1
"102957","levitan",8,2
"102958","levitant",2,1
"102959","levites",1,1
"102960","levithan",1,1
"102961","leviton",3,3
"102962","levitt",36,7
"102963","levittown",1,1
"102964","levitz",3,3
"102965","levko",1,1
"102966","levolor",1,1
"102967","levon",1,1
"102968","levorsen",39,6
"102969","levorson",2,1
"102970","levothyroxine",1,1
"102971","levy",190,102
"102972","levya",5,1
"102973","levying",7,7
"102974","lew",70,34
"102975","lewallen",1,1
"102976","lewandowski",3,3
"102977","lewbart",2,1
"102978","lewboitz",1,1
"102979","lewd",17,14
"102980","lewdness",3,2
"102981","lewellen",9,1
"102982","lewellyn",3,1
"102983","lewers",1,1
"102984","lewie",3,1
"102985","lewin",2,1
"102986","lewinski",7,7
"102987","lewis",3355,962
"102988","lewisberry",1,1
"102989","lewisboro",3,3
"102990","lewisburg",2,2
"102991","lewison",3,3
"102992","lewiston",8,7
"102993","lewisville",6,6
"102994","lewiton",2,1
"102995","lewonski",2,1
"102996","lewry",1,1
"102997","lewy",4,1
"102998","lex",7,7
"102999","lexapro",19,14
"103000","lexibility",1,1
"103001","lexible",1,1
"103002","lexiblity",1,1
"103003","lexicon",3,3
"103004","lexington",101,60
"103005","lexis",32547,5044
"103006","lexisnexis",20,10
"103007","lexmark",26,18
"103008","lexus",2,2
"103009","ley",9,4
"103010","leyba",5,1
"103011","leyda",2,1
"103012","leyderman",2,1
"103013","leykis",2,1
"103014","leyner",4,4
"103015","leyva",2,2
"103016","lezama",100,3
"103017","lezer",1,1
"103018","lezley",1,1
"103019","lf",7,3
"103020","lfc",1,1
"103021","lfg",6,3
"103022","lfw",38,35
"103023","lg",8,7
"103024","lga",3,2
"103025","lgbt",3,2
"103026","lgbtq",19,6
"103027","lgd",1,1
"103028","lge",4,2
"103029","lgi",2,2
"103030","lgs",42,36
"103031","lgtca",31,1
"103032","lh",3,3
"103033","lhc",285,102
"103034","lhg",5,5
"103035","lhk",33,28
"103036","lhmca",2,1
"103037","lhotka",2,1
"103038","lhp",2,2
"103039","lhr",1,1
"103040","lhra",3,1
"103041","lhwc",2,1
"103042","lhwca",2,1
"103043","li",384,23
"103044","lia",2,2
"103045","liab",33,31
"103046","liabhan",2,1
"103047","liabile",1,1
"103048","liabilities",61,47
"103049","liability",6682,2241
"103050","liability13",1,1
"103051","liabilitycompany",1,1
"103052","liabilty",1,1
"103053","liable",4376,1956
"103054","liacouras",2,1
"103055","liaise",3,3
"103056","liaison",154,91
"103057","liaisons",5,5
"103058","lial",239,1
"103059","liam",31,9
"103060","lian",2,1
"103061","liana",5,4
"103062","liane",9,7
"103063","liang",5,4
"103064","lianne",1,1
"103065","liar",39,28
"103066","liars",9,4
"103067","liason",6,6
"103068","liasons",1,1
"103069","liaw",32,1
"103070","lib",37,15
"103071","liban",1,1
"103072","libation",2,1
"103073","libations",2,1
"103074","libbey",13,13
"103075","libby",16,9
"103076","libed",4,1
"103077","libehan",1,1
"103078","libel",133,54
"103079","libelous",23,12
"103080","liberal",474,350
"103081","liberality",87,76
"103082","liberalization",1,1
"103083","liberalize",1,1
"103084","liberalized",14,14
"103085","liberalizing",3,3
"103086","liberally",1028,611
"103087","liberally1",1,1
"103088","liberate",1,1
"103089","liberative",1,1
"103090","liberian",1,1
"103091","liberles",2,2
"103092","libertad",1,1
"103093","libertarian",21,18
"103094","liberte",1,1
"103095","liberti",1,1
"103096","liberties",58,43
"103097","liberto",52,26
"103098","libertucci",4,1
"103099","liberty",4523,2971
"103100","libertylobby",1,1
"103101","libhart",1,1
"103102","libido",1,1
"103103","libit",51,1
"103104","libon",8,2
"103105","libr",2,2
"103106","libraian",3,2
"103107","librandi",62,1
"103108","librarian",101,29
"103109","librarians",11,5
"103110","libraries",153,26
"103111","library",1436,183
"103112","libre",3,3
"103113","libs",2,2
"103114","libsack",2,1
"103115","liburd",14,2
"103116","liburdi",4,1
"103117","licastro",16,1
"103118","licato",21,1
"103119","licci",3,1
"103120","lice",1,1
"103121","licence",1,1
"103122","licences",1,1
"103123","licencing",1,1
"103124","license",1068,354
"103125","licensed",607,319
"103126","licensee",19,10
"103127","licensees",9,5
"103128","licenses",207,145
"103129","licensing",304,129
"103130","licensor",8,4
"103131","licensure",61,33
"103132","licensures",1,1
"103133","licentiousness",1,1
"103134","licerio",7,1
"103135","lichen",1,1
"103136","lichentenstein",3,2
"103137","lichfield",6,1
"103138","lichtash",3,1
"103139","lichtblau",2,1
"103140","lichten",1,1
"103141","lichtenberg",2,2
"103142","lichtenegger",1,1
"103143","lichtenstein",191,83
"103144","lichty",67,1
"103145","licit",1,1
"103146","lick",7,6
"103147","licking",2,1
"103148","lickteig",2,1
"103149","lico",1,1
"103150","licse",1,1
"103151","licul",4,3
"103152","licwinko",5,1
"103153","lid",38,16
"103154","liday",13,1
"103155","liddell",4,2
"103156","lidding",2,1
"103157","liddle",1,1
"103158","lidia",8,4
"103159","lidman",1,1
"103160","lidmen",1,1
"103161","lido",2,2
"103162","lidocaine",4,3
"103163","lidon",1,1
"103164","lidow",1,1
"103165","lids",30,8
"103166","lie",466,347
"103167","lieb",31,5
"103168","liebe",2,2
"103169","liebenhaut",2,1
"103170","liebenthal",2,2
"103171","lieber",7,6
"103172","lieberman",10,10
"103173","liebert",17,8
"103174","liebig",11,1
"103175","liebler",4,2
"103176","liebman",13,8
"103177","liebson",2,2
"103178","liechty",6,3
"103179","lied",237,144
"103180","liefer",7,2
"103181","liehe",5,5
"103182","lieman",14,1
"103183","lien",92,17
"103184","liens",5,5
"103185","lient",2,2
"103186","lients",3,2
"103187","lier",1,1
"103188","lierboe",1,1
"103189","lierman",15,1
"103190","lies",421,358
"103191","liesch",12,1
"103192","liese",139,29
"103193","liesen",11,7
"103194","lieske",1,1
"103195","lieu",367,252
"103196","lieurance",2,2
"103197","lieutenant",755,149
"103198","lieutenants",82,20
"103199","lievre",30,4
"103200","liew",2,2
"103201","lif",1,1
"103202","life",12645,2577
"103203","lifeblood",1,1
"103204","lifeboat",1,1
"103205","lifeboats",1,1
"103206","lifebridge",1,1
"103207","lifecare",8,8
"103208","lifecell",1,1
"103209","lifeguard",90,14
"103210","lifeguarding",1,1
"103211","lifeguards",11,4
"103212","lifehouse",25,1
"103213","lifelike",2,1
"103214","lifeline",8,4
"103215","lifelinks",9,1
"103216","lifelock",4,1
"103217","lifelong",61,40
"103218","lifemark",8,8
"103219","lifemed",1,1
"103220","lifenet",1,1
"103221","lifepoint",15,1
"103222","lifers",2,1
"103223","lifesafer",1,1
"103224","lifesavers",78,73
"103225","lifesaving",8,7
"103226","lifespace",6,1
"103227","lifespans",1,1
"103228","lifestar",47,2
"103229","lifestyle",103,46
"103230","lifestyles",2,2
"103231","lifeteam",9,1
"103232","lifetime",51,37
"103233","lifetouch",1,1
"103234","lifeway",1,1
"103235","lifeways",2,2
"103236","lifewise",5,4
"103237","lifeworks",1,1
"103238","liffman",1,1
"103239","lifiting",1,1
"103240","lifschultz",1,1
"103241","lift",3024,814
"103242","lift1",1,1
"103243","liftboat",2,2
"103244","lifted",326,201
"103245","lifter",37,3
"103246","lifters",14,1
"103247","liftgate",3,2
"103248","liftgates",2,1
"103249","lifting",5604,1162
"103250","liftnet",6,1
"103251","lifton",5,3
"103252","lifts",78,55
"103253","liga",1,1
"103254","ligament",45,31
"103255","ligamentous",1,1
"103256","ligaments",23,13
"103257","ligarde",1,1
"103258","ligature",1,1
"103259","ligaya",4,1
"103260","liggett",11,11
"103261","liggieri",1,1
"103262","liggins",5,2
"103263","liggon",2,1
"103264","ligham",2,1
"103265","light",15674,4108
"103266","lightbourn",10,9
"103267","lightbox",1,1
"103268","lightbulbs",2,2
"103269","lightduty",2,2
"103270","lighted",2,2
"103271","lighten",16,16
"103272","lightened",3,3
"103273","lightening",5,4
"103274","lighter",170,86
"103275","lighters",1,1
"103276","lightest",9,8
"103277","lightfoot",18,11
"103278","lighthall",1,1
"103279","lighthead",1,1
"103280","lightheaded",27,22
"103281","lightheadedness",24,20
"103282","lighthorn",1,1
"103283","lighthorse",17,1
"103284","lighthouse",34,4
"103285","lighting",348,152
"103286","lightly",41,37
"103287","lightner",31,14
"103288","lightness",1,1
"103289","lightning",4,4
"103290","lightolier",4,4
"103291","lights",306,101
"103292","lightsey",8,5
"103293","lightsmyth",8,1
"103294","lightspeed",2,1
"103295","lightweight",37,17
"103296","ligible",4,4
"103297","lignore",1,1
"103298","ligo",34,1
"103299","ligon",2,2
"103300","lih",2,1
"103301","lihli",1,1
"103302","lihs",7,1
"103303","lihtcs",7,2
"103304","lihue",5,3
"103305","lij",8,7
"103306","lijmc",9,1
"103307","lijung",3,1
"103308","lik",2,2
"103309","lika",2,2
"103310","likability",1,1
"103311","likas",1,1
"103312","likasiewicz",1,1
"103313","like",7165,2748
"103314","likeable",1,1
"103315","liked",133,107
"103316","likel",2,2
"103317","likelier",1,1
"103318","likelihood",935,464
"103319","likely",3959,1927
"103320","liken",4,4
"103321","likened",14,14
"103322","likeness",10,9
"103323","likenesses",1,1
"103324","likening",2,2
"103325","likens",8,8
"103326","likes",38,28
"103327","likewise",1827,1124
"103328","likin",3,3
"103329","liking",25,23
"103330","likins",1,1
"103331","lil",51,29
"103332","lila",2,2
"103333","lilburn",1,1
"103334","lileikis",1,1
"103335","liles",14,9
"103336","lili",4,4
"103337","lilian",1,1
"103338","lilianne",2,2
"103339","liliuokalani",15,3
"103340","liliya",1,1
"103341","liljeberg",1,1
"103342","liljedahl",8,7
"103343","liljenquist",1,1
"103344","lillard",22,6
"103345","lillehaug",3,1
"103346","lilley",13,4
"103347","lillian",129,14
"103348","lillianne",4,1
"103349","lillibridge",1,1
"103350","lillie",16,4
"103351","lillien",1,1
"103352","lillo",1,1
"103353","lilly",331,90
"103354","lillywhite",13,1
"103355","lilt",2,2
"103356","lily",17,16
"103357","lilyn",1,1
"103358","lim",56,22
"103359","lima",108,11
"103360","limacher",1,1
"103361","limagrain",5,5
"103362","liman",58,13
"103363","limandri",2,1
"103364","limauro",147,6
"103365","limb",69,31
"103366","limbaugh",5,1
"103367","limbert",13,2
"103368","limbic",3,3
"103369","limbo",6,5
"103370","limbs",70,45
"103371","lime",13,8
"103372","limerick",1,1
"103373","limestone",10,10
"103374","limi",2,2
"103375","liminal",1,1
"103376","limination",2,2
"103377","limine",458,117
"103378","limit",2897,1509
"103379","limitada",1,1
"103380","limitation",2259,1097
"103381","limitations",11742,2998
"103382","limitations6",1,1
"103383","limited",9909,3062
"103384","limitedly",1,1
"103385","limiter",1,1
"103386","limiting",1317,762
"103387","limitless",20,20
"103388","limitlessness",1,1
"103389","limits",4868,1865
"103390","limits11",1,1
"103391","limits13",1,1
"103392","limits22",1,1
"103393","limits24",1,1
"103394","limmiatis",1,1
"103395","limn",1,1
"103396","limns",7,7
"103397","limon",44,2
"103398","limoncelli",2,1
"103399","limones",1,1
"103400","limousine",52,48
"103401","limousines",1,1
"103402","limp",140,70
"103403","limped",2,2
"103404","limping",29,18
"103405","limps",2,2
"103406","limpy",1,1
"103407","limsky",9,1
"103408","lin",40,21
"103409","lina",106,6
"103410","linafelt",2,1
"103411","linao",1,1
"103412","linares",29,11
"103413","linberg",1,1
"103414","linc",1,1
"103415","lincare",35,13
"103416","linchpin",13,13
"103417","lincoln",963,240
"103418","lincolnway",13,1
"103419","lincpass",12,1
"103420","lincroft",1,1
"103421","lind",8,7
"103422","linda",553,232
"103423","lindahl",12,8
"103424","lindale",4,2
"103425","lindamood",2,2
"103426","lindasy",1,1
"103427","lindau",16,15
"103428","lindberg",9,6
"103429","lindbergh",3,3
"103430","lindblad",1,1
"103431","lindblom",1,1
"103432","linde",2,2
"103433","lindeberg",4,2
"103434","lindeblad",1,1
"103435","lindell",3,3
"103436","lindeman",4,4
"103437","lindemann",25,19
"103438","linden",20,16
"103439","lindenau",4,1
"103440","lindenberg",13,1
"103441","lindenwold",7,4
"103442","lindenwood",63,2
"103443","linder",24,7
"103444","lindfield",3,1
"103445","lindgren",1,1
"103446","lindh",1,1
"103447","lindholm",4,3
"103448","lindhorst",2,1
"103449","lindland",3,3
"103450","lindler",77,2
"103451","lindley",37,2
"103452","lindly",1,1
"103453","lindner",8,8
"103454","lindness",1,1
"103455","lindon",1,1
"103456","lindow",2,2
"103457","lindquist",2,2
"103458","lindsay",250,95
"103459","lindsey",213,83
"103460","lindsley",81,1
"103461","lindstrom",125,5
"103462","lindsy",1,1
"103463","lindus",1,1
"103464","lindy",12,6
"103465","lindzi",1,1
"103466","line",3631,1370
"103467","line1",1,1
"103468","line7",1,1
"103469","lineage",3,3
"103470","linear",12,8
"103471","lineas",1,1
"103472","linebarger",4,3
"103473","linebaugh",1,1
"103474","lined",30,25
"103475","linedrawing",1,1
"103476","linee",9,9
"103477","lineen",4,3
"103478","linehan",1,1
"103479","linehaul",7,2
"103480","linek",2,1
"103481","linell",1,1
"103482","lineman",36,9
"103483","linemen",5,1
"103484","linen",78,17
"103485","linens",11,8
"103486","liner",13,11
"103487","lines",1432,757
"103488","lines4",1,1
"103489","linet",2,2
"103490","lineup",13,6
"103491","lineups",9,3
"103492","lineworker",5,1
"103493","lineworkers",1,1
"103494","ling",26,13
"103495","lingenfelter",6,1
"103496","linger",8,8
"103497","lingered",6,6
"103498","lingering",53,41
"103499","lingers",1,1
"103500","lingle",27,17
"103501","lingo",3,2
"103502","lingstrom",1,1
"103503","linguist",1,1
"103504","linguistic",7,7
"103505","linguistically",1,1
"103506","linguistics",4,4
"103507","linh",3,2
"103508","linicomn",1,1
"103509","linie",6,6
"103510","lining",11,9
"103511","linings",1,1
"103512","link",2768,1327
"103513","linkage",44,38
"103514","linkan",2,1
"103515","linked",454,339
"103516","linkedin",29,15
"103517","linkenhoker",1,1
"103518","linker",1,1
"103519","linking",128,111
"103520","linkletter",13,1
"103521","linkline",1,1
"103522","links",109,86
"103523","linley",1,1
"103524","linlor",7,6
"103525","linn",36,20
"103526","linne",4,1
"103527","linnebur",1,1
"103528","linnell",1,1
"103529","linoleum",2,2
"103530","linq",35,1
"103531","linser",4,4
"103532","linskey",1,1
"103533","lintel",2,1
"103534","linter",2,1
"103535","lintern",7,1
"103536","linthicum",16,3
"103537","linthorst",1,1
"103538","lintner",10,1
"103539","linton",128,15
"103540","lints",1,1
"103541","lintz",1,1
"103542","linus",12,1
"103543","linux",8,1
"103544","linville",2,2
"103545","linwood",15,7
"103546","linza",17,1
"103547","linzmaier",1,1
"103548","linzy",2,2
"103549","lioi",26,6
"103550","lioli",2,1
"103551","lion",89,34
"103552","lionel",12,7
"103553","lionell",1,1
"103554","lions",1,1
"103555","liotti",1,1
"103556","lip",100,54
"103557","lipacide",1,1
"103558","liparoto",6,2
"103559","lipchitz",4,2
"103560","lipetz",4,1
"103561","lipez",3,1
"103562","lipid",23,1
"103563","lipids",2,2
"103564","lipin",37,1
"103565","lipinski",1,1
"103566","lipitor",6,2
"103567","lipka",1,1
"103568","lipman",2,2
"103569","lipnic",13,4
"103570","lipoma",3,1
"103571","lipor",31,1
"103572","liposky",2,1
"103573","lipov",1,1
"103574","lipow",1,1
"103575","lipp",82,16
"103576","lippe",1,1
"103577","lipped",1,1
"103578","lippencott",1,1
"103579","lippery",1,1
"103580","lipphardt",4,2
"103581","lippincott",4,1
"103582","lipping",1,1
"103583","lippitt",1,1
"103584","lippman",26,9
"103585","lippoldt",2,2
"103586","lipps",60,1
"103587","lipread",1,1
"103588","lipreading",8,6
"103589","lips",130,60
"103590","lipscomb",5,5
"103591","lipsett",1,1
"103592","lipsey",1,1
"103593","lipshutz",1,1
"103594","lipshy",1,1
"103595","lipsitz",1,1
"103596","lipski",1,1
"103597","lipsky",3,3
"103598","lipson",15,4
"103599","lipstick",3,1
"103600","lipsticks",1,1
"103601","liptak",1,1
"103602","lipton",53,22
"103603","liquefied",1,1
"103604","liquid",164,143
"103605","liquidate",4,3
"103606","liquidated",115,49
"103607","liquidating",1,1
"103608","liquidation",11,5
"103609","liquidators",7,2
"103610","liquide",2,1
"103611","liquidhub",4,4
"103612","liquidity",6,3
"103613","liquidnet",2,2
"103614","liquids",12,9
"103615","liquidy",1,1
"103616","liquipak",1,1
"103617","liquor",45,25
"103618","liquors",2,2
"103619","lira",16,5
"103620","lirab",18,1
"103621","liranzo",1,1
"103622","liriano",1,1
"103623","lirr",35,4
"103624","lis",9,3
"103625","lisa",561,299
"103626","lisamaria",1,1
"103627","lisan",1,1
"103628","lisandro",1,1
"103629","lisante",1,1
"103630","lisbeth",7,2
"103631","lisbon",53,4
"103632","lisby",3,2
"103633","lischwe",4,1
"103634","liscio",1,1
"103635","lisd",1,1
"103636","lisdahl",2,2
